When we came back from our special some melting had taken place Check out our popsicle soup We notice the liquid…,n
Our popsicles are solid right now We are wondering what will happen to them while we are away at our special …,n
We had a very nice winter party Thank you to my great families and students Please enjoy a safe wonderful winter…,n
We LOVE to share our writing,n
We are enjoying the sharing of our teaching books during writing workshop today We are learning lots of facts,n
We are busy working on our family tradition banners We can t wait to share them,n
We are working to cooperate and collaborate in gym as we play a game,n
We had Fun With Food as we created fruit kebabs for JWYOUniversity,n
We can have voice and choice during our literacy centers as we enjoy reading,n
We had a nice time creating Ants on a Log in our JWYOUniversity class,n
We can share what we are thankful for in our art center,n
We enjoyed sharing our published personal narratives today,n
We are enjoying the second grade Thanksgiving play,n
We are so excited to publish our personal narratives,n
We enjoyed making healthy yogurt parfaits with granola and blueberries at JWYOUniversity today,n
What is your super power,n
We enjoy writing about our Star of the Week and creating a class book,n
We have passion for growth as we can write more words each month by making connections,n
Thank you for our doughnut surprise this morning We had fun collecting Box Tops to help our school,n
We can use Pixie to compare past and present,n
We can have voice and choice to pick the math tools that help us problem solve in math,n
We really enjoyed our campfire story today in the media center,n
We are trying Canvas independently as we complete a book response during literacy centers,n
Thank you for the snack cart treats this afternoon That was so thoughtful,n
We had fun noticing wondering and creating our own story problems in math,n
We are enjoying our class reward of eating lunch in the classroom,n
We can practice forming letters using the verbal paths with technology We can check to see if our letters look rig…,n
We investigated digital math tools that we could use to help us as we problem solve,n
We can use craft moves in our personal narratives,n
Digital tools help us to problem solve fast and efficiently,n
We can work together to problem solve using math tools We are learning how to be fast and efficient…,n
We can see all of the gear that the firefighters can wear to help protect them from a fire,n
STOP DROP AND ROLL Always check to see if your smoke detectors have working batteries,n
We had fun retelling a story using interactive writing and art,n
We know about the fire triangle,n
Thank you for teaching us about fire safety We enjoyed the fire safety video,n
Thank you for letting us come to the book fair We are so excited,n
The JWR Dance a Thon was so much fun Thanks,n
Thanks for a great JWR Dance a Thon We had a great time,n
We are drawing a picture to show how we can make a positive ripple for a great outcome …,n
Thank you for helping us to be Above the Line,n
We can use pictures and numbers to create and solve word problems using Pixie,n
We can use Number Pieces as a digital math tool to solve a subtraction problem of the day,n
Thanks What a great digital math tool to use when solving an exemplar,n
We can use Pixie to create a picture that shows how we can be Above the Line,n
We can step up and be comfortable with being uncomfortable,n
We had fun working together as a team to use math tools to solve a math exemplar today,n
We can get our minds right by making a plan We can step up,n
We are reviewing how to stay Above the Line by pressing pause,n
We are sorting picture cards into living and non living groups,n
We are working as a team to model how to blog about first grade,n
Thank you for introducing us to Kidblog today We can t wait to blog about our learning,n
We are working as a team at our math workshop centers,n
We are enjoying our Number Talk,n
We can write about character traits in our guided reading groups,n
We can press pause so that we can make an above the line response for a great outcome,n
We are learning the 5 finger rule to choose a just right book,n
We are enjoying our lesson on how to choose just right books when we are using the media center,n
We know that we can write a beginning that has a when and a where part,n
We are taking turns planning out our stories with our writing partners,n
We can be Above the Line by saying positive things to others,n
We know that E R O We choose Above the Line responses so we have a good outcome,n
We are modeling the power of the team as we work together in our art center,n
We are using pictures numbers and words to explain our thinking in math,n
We understand the power of the team,n
We are showing passion for growth by working as a team to complete our challenge,n
We can work together to draw pictures use numbers and write words to explain our thinking in math,n
We are practicing the power of the team as we work together to solve our first math exemplar,n
Tomorrow September 7th is school picture day Please bring your smiles to school tomorrow,n
Math workshop is off to a good start,n
There will be no school on Monday September 5th in observance of Labor Day I hope you enjoy time with family and friends,n
We are discovering different ways to count objects fast and efficiently,n
We can show the power of the team,n
We can share how we stand up and own it,n
Thank you for our wonderful media center orientation,n
We are so proud of working hard at taking care of this moment,n
We are enjoying some ST Math,n
We are making our class promise with Mr Williams,n
We can Stand up and own it,n
We are working together to play a math game,n
We are enjoying our poetry center It s fun to practice our shared reading poems,n
We are working on taking care of our moments at our literacy centers,n
Wow Look at all of the connections we can make to write new words,n
We love to read together at our pocket chart center It s fun to read names of our classmates,n
Thanks so much for your comment,n
We love exploring sky colors in our art center,n
We are revising and editing our personal narratives,n
We are working with our writing partners to give feedback on our writing,n
We would like to know if Aldo Servino was your art teacher when you were little Thanks so much,n
We liked seeing Marisol in another story She is a great artist,n
We loved reading Sky Color We would like to know if you used watercolor paint to make the sky colors in the story,n
Is it living or non living Check out our flip books that show and tell if our objects are alive or non living,n
We are using pictures numbers and words to solve problems in math Working with a partner helps us learn,n
We are so busy writing words and making connections,n
We are working together to solve a problem using pictures numbers and words,n
We think that you are the most niceISH class for tweeting us back We also like the ISH gallery,n
We would like to thank you for letting us know how longish it took you to write the book We think you are so creative ish,n
We would like to know how long it took you to write Ish Thank you,n
We think that Marisol is a great sister She put the crumpled drawings on her wall We think that made Ramon so happy,n
What was your favorite part of Ish We like the part where Ramon s sister had all of his drawings hung in her room,n
We are enjoying Ish this morning,n
Thank you for a wonderful Walk a Thon The bananas and water bottles were a hit Thanks to all for their support,n
We enjoyed the video of your class It was so nice to see what your school looks like We love your playground view,n
We are watching a short movie to get safety smart for fire safety,n
Firefighters wear protective gear to protect themselves,n
Welcome firefighters from Norwich Township Fire Department We are learning about fire safety,n
We are busy being scientists today We are making a book about living and non living things,n
We just read I m Here We love that the boy made a new friend at the end of the story,n
All of our good citizenship tips are up in the hallway,n
Enjoying some ST Math with Jiji during indoor recess,n
We are sharing our dreams in writing and painting our stars We loved The North Star,n
We just met Jiji and are learning ST Math,n
you are welcome,n
We read this book to help us decide what objects are living and non living It was great,n
We think that things that are alive can grow,n
Kamran thinks the piles should be things alive and things not alive,n
We are working together to figure out how to sort our picture cards as living and non living in science,n
Come to The Little Ice Cream Shoppe on Wednesday October 8 to show your J W Reason spirit Look for the flyer tomorrow Yum,n
We are working on taking care of this moment at J W Reason Today lots of friends have been spotted showing this,n
We have lots of hopes and dreams for the path we want to take In art center this week we will share them,n
We enjoyed seeing what the boy would do and what path he would take,n
We just read The North Star by Peter Reynolds It made us nervous but excited to see what path the boy would take,n
Our Box Top contest will continue through October 16th Thank you to all of the families that have sent them in We are on a roll,n
Our Walk A Thon will be on Thursday October 16th Pledge packets were sent home yesterday,n
Doughnuts with Dad will be on Friday October 10 from 8 00 8 45am Come and enjoy the fun,n
We are finding the missing addend to make 10 by playing a game called Button Plate How many buttons are under,n
We are exploring ways to make 10 on the iPads,n
Fall Family Fun Night was a huge success So nice to see so many smiling faces,n
For science today we made a mystery bead bracelet Be sure to ask your child what happened to the beads outside,n
In our art center we worked together to decorate Wemberly For interactive writing we wrote a good citizen tip,n
Our connections between words make us stronger when writing We did an amazing job today,n
In Guidance class today we learned how to be a good friend,n
We are making connections for writing vocabulary,n
We are writing about our guided reading book today,n
Logging into the computer is going so well,n
We are working in partners to log in and type our sight words on the laptops,n
We think they could be Great thinking,n
Our Dot Day fun continues We are counting dots to make combinations of 10,n
Look at all of our creative dots to start off our day Happy Dot Day,n
We are excited to celebrate Dot Day tomorrow Hope you are having a great weekend,n
We had a great picture day We read a funny book today about school picture day,n
Shared reading is fun when we can make connections between words,n
Look at all of our combinations of 10,n
We are working on our problem of the day in math There are many ways to make 10,n
We are making pictures with 10 dots for art in math,n
We know how to be great listeners,n
We are learning how to write new words by making connections,n
We are learning how to take care of books at the media center,n
We are learning about our media center today Finding books in the library is so helpful,n
We are working on cooperating in small groups We made this chart to help us,n
We compared our home rules to our school rules It s important to take care of yourself others and this place,n
Our interactive writing is complete We know our morning routine,n
We are making words we know using magnetic letters,n
We are practicing reading to a buddy,n
We are working cooperatively in the math center to handle manipulatives and discover patterns,n
We are learning our workboard routines today Here is our writing center,n
We are ready for a great first day of school,n
Welcome to JW Reason,n
We are busy kicking off a great new school year,n
teach Welcome to Twitter,n
I m so excited to meet my new first grade students and families at Meet the Teacher tomorrow night Hope you had a great summer,n
My family just signed up for the Summer Reading Club at the library Check out some of our new books,n
Thank you for making this a special year Have a safe summer Read lots of books and have FUN,n
We are working together in partners to solve problems,n
We are gathering autographs to remember our special classmates We are including them in our memory books,n
Our non fiction country facts are displayed in our hallway,n
We are celebrating all of the great memories we have made as first graders this year by making a book,n
We had a beautiful day,n
We had such a great time,n
Indoor recess creativity Check out our pattern block bird,n
We are working collaboratively to put our research together We are having a great time learning,n
We are using addition strategies to add quickly and efficiently,n
We have learned so much about our countries through our non fiction research,n
We are working in small groups to research non fiction country facts,n
We are lining up non standard items with no gaps and overlaps,n
We are using non standard items to measure objects using the Smartboard,n
Families and friends enjoyed art and music tonight at the First Grade Evening With the Arts celebration,n
Our clay animals were enjoying time hanging out at our classroom zoo,n
The first graders enjoyed singing favorite songs tonight,n
We are learning about fractions using the Smartboard this morning,n
It s hard to believe that it snowed today,n
We can explain how to divide a shape into equal parts,n
We are using Educreations to explain fractions this morning,n
We are so glad that we are able to read Duck Rabbit with you,n
Thank you for sharing different books that you enjoy reading,n
We are learning how to be creative writers Thanks so much for sharing your great ideas,n
We are skyping with author Amy Krouse Rosenthal We love to read her books,n
We made a chart to help us with sorting our shapes in math,n
Some of us made a Star Wars ship with blocks during indoor recess,n
We are sorting shapes based on attributes,n
We are excited to begin writing how to pieces Check out our new read aloud,n
website register,n
Take action Oppose bill attacking health care at Planned Parenthood in Virginia via,n
Goodlatte Announces Agenda for 115th Congress via,n
MSNBC s Maddow Defends State Dept Dissent Memo Signers via,n
Obamacare for financial planning via,n
Oppose Judge Gorsuch he supports giving wealthy special interests even more power in our elections SIGN NOW,n
website register homeless the property of 6310 three chopt road richmond va 23226 8044260370,n
Statement on New Iran Sanctions via,n
FCC chairman unveils plan to increase transparency,n
Senate votes to block Obama coal rule,n
House votes to overturn Obama gun rule,n
House votes to repeal Obama blacklisting rule,n
amp lt i amp gt The Atlantic amp lt i amp gt Politics amp amp Policy Daily via,n
Thank President Trump for his Supreme Court choice,n
U S Census Settles Lawsuit Over Barring Ex Offenders from Employment,n
Laws website register homeless the property of 6310 three chopt road richmond va 23226 dmv court fines 64206275,n
Oppose Friedman for US Ambassador to Israel,n
Join and me in telling to make time for women,n
Hiring Our Heroes,n
Let Me Answer that For You Jason Chaffetz Blows Up Phalen NBIB via,n
Virginia House approves license to discriminate in the name of religion,n
Speaker Ryan s Weekly Press Briefing via,n
Join Transgender Law Center in opposing nomination of Neil Gorsuch to SCOTUS,n
Donald Trump says his ‘tough’ phone calls with world leaders necessary to protect U S security,n
honestly life would suck,n
Hey shitheads I miss you,n
It s almost three in the morning and I burnt my finger trying to make enchiladas,n
i miss us,n
Me when I put soap on my toothbrush and still brushed my teeth,n
Is there any way I can sue him for emotional damage and stress,n
HALEY IS THE DEFINITION OF A HEADASS It s getting to the point where I can t associate myself with her,n
A huge sorry to the people under me that loud banging noise is my makeshift ceiling fan that does not feel like staying on the ceiling,n
There s nothing my ears hate more than a horribly remixed song,n
Guys with cute dogs just really mess with my heart,n
I remember when an open four loco went flying across the room and hit Haley in the forehead wow I miss her,n
I am the definition of a hot mess rn I have never looked this ugly either has my sister Grace,n
I have the worst luck in Wyoming I should not be allowed into this state,n
oh no don t even say that,n
20 hours in a packed car with 5 people and a cat Pray For Me,n
Grandparents sure hate pants with holes in them,n
When house party turns into a 3 hour convo gt,n
I just meet someone from Bakersfield in Taylor Nebraska Taylor has a population of 80 so basically I witnessed a miracle,n
A king size bed all to myself see that s what I like,n
Every time I go to Nebraska I swear I gain 10 pounds My grandma does not know how to stop cooking,n
I remember one time Haley asked for pancakes while we were eating at the Waffle House wow I miss her,n
Can someone come over and pack for me I ll pay you in mints,n
Wow 4 25 is a hellish hour to be awake,n
I would have to agree,n
A worker at the train station just told Haley and I that we rock the man bun look,n
Currently having a cereal eating party in my room pretending all of our lives aren t slowly going down hill,n
My roommate being a masseuse is one of the best things that has ever happened to me,n
My header speaks the truth,n
Why did I ever get rid of my Nintendo ds I m really in the mood to play cooking mama,n
Leaving YG covered in champagne I love my life,n
thank you Em I love you,n
Thank you babe I CANT WAIT TO SEE YOU,n
IM 19 YEEEEES,n
This is us,n
I m 100 sure there are elephants living in the dorm above us bc it is THAT loud,n
or asleep one of the two,n
The top of parking garages never disappoint,n
People know you for a week and judge you for everything you are worth I DONT GET IT,n
I haven t seen a baby or dog in three weeks I am so sad,n
Happy Bday to the one and only better not get too crazy in Nebraska when I m not there,n
aileen just made a huge bowl of rice and I don t think I have ever been so happy to have a warm meal,n
Don t play football in darkness you will brake your fingers,n
Can this class hurry so I can go to my first NFL game,n
Having roommates that are also cosmetologists gt gt gt gt gt gt gt,n
yeah I will send you a link to the tickets,n
analicia more like every two weeks,n
Miss you boo boo,n
if you don t shut the hell up,n
and now grace won her tennis match my sisters love me,n
Already very very addicted to Stranger Things,n
favorite of all time,n
next time we go skydiving,y
we went skydiving today and I loved,y
The Grand Canyon under fresh snow Not too shabby,y
Morning over the Havasu and New Navajo Falls Havasupai Reservation Grand Canyon,y
The Grand Canyon Actually rather grand,y
Route 66 Lives up to the hype,y
Ghost towns and gunfights Southern Arizona,y
Chiricahua National Monument so stunning I laughed in disbelief,y
Stunning architecture including one of FL Wright s last public commissions at ASU,y
Miro s workshop in Palma Colourful,y
Sunset makes Mallorca somehow even more beautiful,y
Sinop Kale Cezaevi A 19C prison built within a 2000 year old fortress Like nowhere I ve experienced,y
Birds butterflies and wild berries Lovely lovely Labanoras Forest,y
